#bin	chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	type
1245	chr4	86542481	86542552	hsa-mir-4452	0	-	0	0	miRNA
1251	chr4	87300494	87300583	hsa-mir-5705	0	-	0	0	miRNA
1340	chr4	98997386	98997460	hsa-mir-3684	0	+	0	0	miRNA
1357	chr4	101240794	101240872	hsa-mir-8066	0	-	0	0	miRNA
1358	chr4	101330301	101330414	hsa-mir-1255a	0	-	0	0	miRNA
1420	chr4	109488697	109488795	hsa-mir-576	0	+	0	0	miRNA
1430	chr4	110860581	110860647	hsa-mir-297	0	-	0	0	miRNA
1444	chr4	112647873	112647941	hsa-mir-367	0	-	0	0	miRNA
1444	chr4	112648003	112648071	hsa-mir-302d	0	-	0	0	miRNA
1444	chr4	112648182	112648251	hsa-mir-302a	0	-	0	0	miRNA
1444	chr4	112648362	112648430	hsa-mir-302c	0	-	0	0	miRNA
1444	chr4	112648484	112648557	hsa-mir-302b	0	-	0	0	miRNA
1447	chr4	113106862	113106955	hsa-mir-1243	0	+	0	0	miRNA
1448	chr4	113152281	113152362	hsa-mir-8082	0	+	0	0	miRNA
1459	chr4	114656758	114656854	hsa-mir-577	0	+	0	0	miRNA
1542	chr4	125507258	125507307	hsa-mir-2054	0	+	0	0	miRNA
1678	chr4	143343459	143343535	hsa-mir-3139	0	+	0	0	miRNA
1702	chr4	146408582	146408688	hsa-mir-7849	0	+	0	0	miRNA
1709	chr4	147344628	147344717	hsa-mir-548g	0	-	0	0	miRNA
1712	chr4	147782594	147782668	hsa-mir-4799	0	+	0	0	miRNA
1748	chr4	152489326	152489416	hsa-mir-3140	0	-	0	0	miRNA
1748	chr4	152536427	152536516	hsa-mir-4453	0	+	0	0	miRNA
1829	chr4	163093573	163093628	hsa-mir-4454	0	-	0	0	miRNA
1846	chr4	165386241	165386337	hsa-mir-578	0	+	0	0	miRNA
1891	chr4	171186183	171186292	hsa-mir-6082	0	+	0	0	miRNA
1906	chr4	173268159	173268233	hsa-mir-548t	0	+	0	0	miRNA
1915	chr4	174423794	174423864	hsa-mir-4276	0	+	0	0	miRNA
1974	chr4	182169292	182169378	hsa-mir-1305	0	+	0	0	miRNA
1995	chr4	184851012	184851110	hsa-mir-3945	0	-	0	0	miRNA
1995	chr4	184938382	184938440	hsa-mir-4455	0	-	0	0	miRNA
593	chr5	1062895	1062974	hsa-mir-4635	0	-	0	0	miRNA
594	chr5	1309309	1309377	hsa-mir-4457	0	-	0	0	miRNA
596	chr5	1510761	1510856	hsa-mir-6075	0	-	0	0	miRNA
598	chr5	1708784	1708868	hsa-mir-4277	0	-	0	0	miRNA
637	chr5	6827852	6827921	hsa-mir-4278	0	-	0	0	miRNA
649	chr5	8460924	8460999	hsa-mir-4458	0	+	0	0	miRNA
654	chr5	9053815	9053895	hsa-mir-4636	0	-	0	0	miRNA
664	chr5	10402363	10402431	hsa-mir-10397	0	+	0	0	miRNA
664	chr5	10478036	10478145	hsa-mir-6131	0	+	0	0	miRNA
698	chr5	14825928	14826012	hsa-mir-4637	0	-	0	0	miRNA
706	chr5	15935181	15935260	hsa-mir-887	0	+	0	0	miRNA
715	chr5	17155929	17155992	hsa-mir-10522	0	-	0	0	miRNA
828	chr5	31936101	31936159	hsa-mir-4279	0	-	0	0	miRNA
832	chr5	32394377	32394475	hsa-mir-579	0	-	0	0	miRNA
860	chr5	36147891	36147988	hsa-mir-580	0	-	0	0	miRNA
879	chr5	38557501	38557561	hsa-mir-3650	0	-	0	0	miRNA
996	chr5	53951503	53951599	hsa-mir-581	0	-	0	0	miRNA
1005	chr5	55170531	55170622	hsa-mir-449a	0	-	0	0	miRNA
1005	chr5	55170645	55170742	hsa-mir-449b	0	-	0	0	miRNA
1005	chr5	55172261	55172353	hsa-mir-449c	0	-	0	0	miRNA
1008	chr5	55508849	55508926	hsa-mir-5687	0	-	0	0	miRNA
1040	chr5	59703605	59703703	hsa-mir-582	0	-	0	0	miRNA
1135	chr5	72169466	72169540	hsa-mir-4803	0	+	0	0	miRNA
1141	chr5	72878590	72878663	hsa-mir-4804	0	+	0	0	miRNA
1217	chr5	82840154	82840224	hsa-mir-3977	0	+	0	0	miRNA
1249	chr5	87114878	87114954	hsa-mir-4280	0	-	0	0	miRNA
1271	chr5	90016620	90016720	hsa-mir-3660	0	-	0	0	miRNA
1299	chr5	93620695	93620788	hsa-mir-2277	0	-	0	0	miRNA
1318	chr5	96079137	96079212	hsa-mir-583	0	+	0	0	miRNA
1354	chr5	100816481	100816565	hsa-mir-548p	0	-	0	0	miRNA
1428	chr5	110513828	110513915	hsa-mir-548f-3	0	-	0	0	miRNA
1471	chr5	116255742	116255834	hsa-mir-12130	0	+	0	0	miRNA
1494	chr5	119154636	119154716	hsa-mir-5706	0	+	0	0	miRNA
1569	chr5	129097687	129097766	hsa-mir-4633	0	+	0	0	miRNA
1572	chr5	129397061	129397147	hsa-mir-4460	0	-	0	0	miRNA
1593	chr5	132217848	132217918	hsa-mir-6830	0	-	0	0	miRNA
1594	chr5	132365489	132365599	hsa-mir-3936	0	-	0	0	miRNA
1602	chr5	133427595	133427706	hsa-mir-1289-2	0	-	0	0	miRNA
1609	chr5	134225756	134225852	hsa-mir-3661	0	+	0	0	miRNA
1621	chr5	135802984	135803075	hsa-mir-5692c-1	0	-	0	0	miRNA
1635	chr5	137647571	137647649	hsa-mir-874	0	-	0	0	miRNA
1657	chr5	140563670	140563751	hsa-mir-6831	0	-	0	0	miRNA
1658	chr5	140647843	140647926	hsa-mir-3655	0	+	0	0	miRNA
1681	chr5	143679859	143679971	hsa-mir-5197	0	+	0	0	miRNA
1722	chr5	149062312	149062409	hsa-mir-584	0	-	0	0	miRNA
1725	chr5	149428917	149429023	hsa-mir-143	0	+	0	0	miRNA
1725	chr5	149430645	149430733	hsa-mir-145	0	+	0	0	miRNA
1727	chr5	149732824	149732890	hsa-mir-378a	0	+	0	0	miRNA
1741	chr5	151522086	151522148	hsa-mir-6499	0	-	0	0	miRNA
1762	chr5	154347105	154347247	hsa-mir-1294	0	+	0	0	miRNA
1764	chr5	154596011	154596072	hsa-mir-3141	0	-	0	0	miRNA
1765	chr5	154685775	154685861	hsa-mir-1303	0	+	0	0	miRNA
1766	chr5	154829457	154829540	hsa-mir-378h	0	+	0	0	miRNA
1809	chr5	160474401	160474483	hsa-mir-3142	0	+	0	0	miRNA
1809	chr5	160485351	160485450	hsa-mir-146a	0	+	0	0	miRNA
1868	chr5	168165844	168165929	hsa-mir-12125	0	+	0	0	miRNA
1871	chr5	168560895	168560973	hsa-mir-103a-1	0	-	0	0	miRNA
1872	chr5	168768145	168768255	hsa-mir-218-2	0	-	0	0	miRNA
1876	chr5	169263600	169263694	hsa-mir-585	0	-	0	0	miRNA
1882	chr5	170028487	170028566	hsa-mir-378e	0	+	0	0	miRNA
1892	chr5	171386655	171386760	hsa-mir-3912	0	-	0	0	miRNA
1902	chr5	172662164	172662263	hsa-mir-5003	0	+	0	0	miRNA
1904	chr5	172915082	172915158	hsa-mir-10523	0	+	0	0	miRNA
1907	chr5	173303729	173303817	hsa-mir-12118	0	+	0	0	miRNA
1907	chr5	173347454	173347536	hsa-mir-8056	0	+	0	0	miRNA
1918	chr5	174751733	174751787	hsa-mir-4634	0	+	0	0	miRNA
1930	chr5	176367945	176368031	hsa-mir-1271	0	+	0	0	miRNA
1932	chr5	176629438	176629500	hsa-mir-4281	0	-	0	0	miRNA
1956	chr5	179798277	179798346	hsa-mir-1229	0	-	0	0	miRNA
1958	chr5	180015302	180015397	hsa-mir-340	0	-	0	0	miRNA
1966	chr5	181043402	181043484	hsa-mir-8089	0	-	0	0	miRNA
1967	chr5	181222565	181222633	hsa-mir-4638	0	-	0	0	miRNA
595	chr6	1390313	1390411	hsa-mir-6720	0	-	0	0	miRNA
606	chr6	2854030	2854107	hsa-mir-4645	0	-	0	0	miRNA
624	chr6	5148232	5148322	hsa-mir-3691	0	-	0	0	miRNA
632	chr6	6169303	6169435	hsa-mir-7853	0	-	0	0	miRNA
632	chr6	6169333	6169409	hsa-mir-5683	0	+	0	0	miRNA
664	chr6	10439716	10439794	hsa-mir-5689	0	+	0	0	miRNA
708	chr6	16141555	16141624	hsa-mir-4639	0	+	0	0	miRNA
726	chr6	18571783	18571880	hsa-mir-548a-1	0	+	0	0	miRNA
792	chr6	27147625	27147688	hsa-mir-3143	0	+	0	0	miRNA
818	chr6	30584331	30584417	hsa-mir-877	0	+	0	0	miRNA
820	chr6	30890882	30890972	hsa-mir-4640	0	+	0	0	miRNA
824	chr6	31355223	31355316	hsa-mir-6891	0	-	0	0	miRNA
826	chr6	31633786	31633858	hsa-mir-6832	0	+	0	0	miRNA
826	chr6	31701028	31701091	hsa-mir-4646	0	-	0	0	miRNA
828	chr6	31956838	31956940	hsa-mir-1236	0	-	0	0	miRNA
830	chr6	32170029	32170116	hsa-mir-6721	0	-	0	0	miRNA
830	chr6	32179815	32179876	hsa-mir-6833	0	+	0	0	miRNA
834	chr6	32749911	32749979	hsa-mir-3135b	0	-	0	0	miRNA
838	chr6	33207834	33207944	hsa-mir-219a-1	0	+	0	0	miRNA
838	chr6	33287226	33287289	hsa-mir-6873	0	-	0	0	miRNA
838	chr6	33290244	33290325	hsa-mir-6834	0	+	0	0	miRNA
840	chr6	33438330	33438437	hsa-mir-5004	0	+	0	0	miRNA
842	chr6	33698127	33698234	hsa-mir-3934	0	+	0	0	miRNA
843	chr6	33899134	33899200	hsa-mir-7159	0	+	0	0	miRNA
844	chr6	33999971	34000051	hsa-mir-1275	0	-	0	0	miRNA
846	chr6	34240672	34240736	hsa-mir-6835	0	+	0	0	miRNA
855	chr6	35470507	35470579	hsa-mir-7111	0	+	0	0	miRNA
857	chr6	35664716	35664789	hsa-mir-5690	0	-	0	0	miRNA
864	chr6	36622435	36622512	hsa-mir-3925	0	-	0	0	miRNA
871	chr6	37555364	37555422	hsa-mir-4462	0	-	0	0	miRNA
883	chr6	39074313	39074381	hsa-mir-9983	0	+	0	0	miRNA
902	chr6	41598722	41598788	hsa-mir-4641	0	+	0	0	miRNA
903	chr6	41733553	41733610	hsa-mir-10398	0	-	0	0	miRNA
916	chr6	43434541	43434620	hsa-mir-6780b	0	+	0	0	miRNA
922	chr6	44254205	44254285	hsa-mir-4647	0	-	0	0	miRNA
924	chr6	44435640	44435722	hsa-mir-4642	0	+	0	0	miRNA
929	chr6	45197673	45197770	hsa-mir-586	0	-	0	0	miRNA
982	chr6	52144348	52144434	hsa-mir-206	0	+	0	0	miRNA
982	chr6	52148922	52149041	hsa-mir-133b	0	+	0	0	miRNA
991	chr6	53276992	53277071	hsa-mir-5685	0	+	0	0	miRNA
1022	chr6	57390131	57390212	hsa-mir-548u	0	+	0	0	miRNA
1129	chr6	71376959	71377031	hsa-mir-30c-2	0	-	0	0	miRNA
1129	chr6	71403550	71403621	hsa-mir-30a	0	-	0	0	miRNA
1141	chr6	72967686	72967753	hsa-mir-4282	0	-	0	0	miRNA
1160	chr6	75428406	75428473	hsa-mir-4463	0	+	0	0	miRNA
1184	chr6	78539262	78539309	hsa-mir-10524	0	-	0	0	miRNA
1274	chr6	90312741	90312833	hsa-mir-4464	0	+	0	0	miRNA
1283	chr6	91521659	91521737	hsa-mir-4643	0	+	0	0	miRNA
1332	chr6	98024530	98024621	hsa-mir-2113	0	+	0	0	miRNA
1341	chr6	99124608	99124696	hsa-mir-548ai	0	+	0	0	miRNA
1399	chr6	106784124	106784220	hsa-mir-587	0	+	0	0	miRNA
1493	chr6	119069046	119069143	hsa-mir-548b	0	-	0	0	miRNA
1500	chr6	120015178	120015257	hsa-mir-3144	0	+	0	0	miRNA
1550	chr6	126484630	126484713	hsa-mir-588	0	+	0	0	miRNA
1590	chr6	131792171	131792231	hsa-mir-548h-5	0	+	0	0	miRNA
1592	chr6	132115191	132115263	hsa-mir-548aj-1	0	-	0	0	miRNA
1614	chr6	134979337	134979432	hsa-mir-3662	0	-	0	0	miRNA
1616	chr6	135239159	135239256	hsa-mir-548a-2	0	+	0	0	miRNA
1641	chr6	138435212	138435294	hsa-mir-3145	0	-	0	0	miRNA
1654	chr6	140205251	140205326	hsa-mir-3668	0	+	0	0	miRNA
1658	chr6	140683813	140683883	hsa-mir-4465	0	+	0	0	miRNA
1737	chr6	151102674	151102776	hsa-mir-12131	0	+	0	0	miRNA
1766	chr6	154853359	154853436	hsa-mir-1273c	0	+	0	0	miRNA
1774	chr6	155946796	155946879	hsa-mir-1202	0	+	0	0	miRNA
1781	chr6	156779677	156779731	hsa-mir-4466	0	-	0	0	miRNA
1786	chr6	157529131	157529200	hsa-mir-3692	0	+	0	0	miRNA
1795	chr6	158609706	158609790	hsa-mir-7161	0	+	0	0	miRNA
1796	chr6	158764660	158764753	hsa-mir-3918	0	-	0	0	miRNA
1855	chr6	166509353	166509433	hsa-mir-1913	0	-	0	0	miRNA
1859	chr6	166997806	166997912	hsa-mir-3939	0	-	0	0	miRNA
1884	chr6	170330760	170330844	hsa-mir-4644	0	+	0	0	miRNA
592	chr7	1022932	1023026	hsa-mir-339	0	-	0	0	miRNA
599	chr7	1844179	1844253	hsa-mir-4655	0	-	0	0	miRNA
602	chr7	2257514	2257577	hsa-mir-6836	0	-	0	0	miRNA
604	chr7	2527073	2527145	hsa-mir-4648	0	+	0	0	miRNA
621	chr7	4788564	4788639	hsa-mir-4656	0	-	0	0	miRNA
626	chr7	5495818	5495917	hsa-mir-589	0	-	0	0	miRNA
628	chr7	5711839	5711910	hsa-mir-6874	0	-	0	0	miRNA
638	chr7	7066963	7067045	hsa-mir-3683	0	-	0	0	miRNA
723	chr7	18127219	18127309	hsa-mir-1302-6	0	-	0	0	miRNA
735	chr7	19705357	19705436	hsa-mir-3146	0	-	0	0	miRNA
748	chr7	21471057	21471146	hsa-mir-1183	0	+	0	0	miRNA
782	chr7	25949918	25949986	hsa-mir-148a	0	-	0	0	miRNA
792	chr7	27169479	27169563	hsa-mir-196b	0	-	0	0	miRNA
811	chr7	29680733	29680828	hsa-mir-550a-3	0	-	0	0	miRNA
834	chr7	32732980	32733077	hsa-mir-550b-2	0	-	0	0	miRNA
851	chr7	34940759	34940834	hsa-mir-548n	0	-	0	0	miRNA
866	chr7	36919356	36919432	hsa-mir-1200	0	-	0	0	miRNA
914	chr7	43150894	43150994	hsa-mir-3943	0	+	0	0	miRNA
921	chr7	44051765	44051829	hsa-mir-6837	0	+	0	0	miRNA
921	chr7	44073377	44073433	hsa-mir-6838	0	-	0	0	miRNA
921	chr7	44110848	44110912	hsa-mir-4649	0	+	0	0	miRNA
927	chr7	44881747	44881800	hsa-mir-4657	0	-	0	0	miRNA
1022	chr7	57405024	57405090	hsa-mir-3147	0	+	0	0	miRNA
1078	chr7	64679063	64679176	hsa-mir-6839	0	+	0	0	miRNA
1147	chr7	73711316	73711397	hsa-mir-4284	0	+	0	0	miRNA
1151	chr7	74191197	74191294	hsa-mir-590	0	+	0	0	miRNA
1154	chr7	74595967	74596026	hsa-mir-10525	0	+	0	0	miRNA
1164	chr7	75915196	75915269	hsa-mir-4651	0	+	0	0	miRNA
1298	chr7	93482759	93482855	hsa-mir-653	0	-	0	0	miRNA
1298	chr7	93483935	93484019	hsa-mir-489	0	-	0	0	miRNA
1300	chr7	93716927	93717005	hsa-mir-4652	0	+	0	0	miRNA
1319	chr7	96219661	96219756	hsa-mir-591	0	-	0	0	miRNA
1332	chr7	97964404	97964481	hsa-mir-5692c-2	0	-	0	0	miRNA
1339	chr7	98881649	98881729	hsa-mir-3609	0	+	0	0	miRNA
1343	chr7	99409171	99409264	hsa-mir-12119	0	+	0	0	miRNA
1348	chr7	100093559	100093643	hsa-mir-25	0	-	0	0	miRNA
1348	chr7	100093767	100093847	hsa-mir-93	0	-	0	0	miRNA
1348	chr7	100093992	100094074	hsa-mir-106b	0	-	0	0	miRNA
1349	chr7	100156604	100156669	hsa-mir-4658	0	-	0	0	miRNA
1350	chr7	100356650	100356721	hsa-mir-6840	0	+	0	0	miRNA
1354	chr7	100868035	100868107	hsa-mir-6875	0	+	0	0	miRNA
1356	chr7	101159472	101159555	hsa-mir-4653	0	+	0	0	miRNA
1365	chr7	102293102	102293187	hsa-mir-4285	0	+	0	0	miRNA
1366	chr7	102405741	102405855	hsa-mir-548o	0	-	0	0	miRNA
1366	chr7	102465741	102465826	hsa-mir-5090	0	+	0	0	miRNA
1366	chr7	102471468	102471531	hsa-mir-4467	0	+	0	0	miRNA
1459	chr7	114653344	114653455	hsa-mir-3666	0	+	0	0	miRNA
1477	chr7	117020210	117020319	hsa-mir-6132	0	+	0	0	miRNA
1554	chr7	127058087	127058184	hsa-mir-592	0	-	0	0	miRNA
1562	chr7	128081860	128081960	hsa-mir-593	0	+	0	0	miRNA
1575	chr7	129770382	129770492	hsa-mir-182	0	-	0	0	miRNA
1575	chr7	129774691	129774769	hsa-mir-96	0	-	0	0	miRNA
1575	chr7	129774904	129775014	hsa-mir-183	0	-	0	0	miRNA
1580	chr7	130496110	130496204	hsa-mir-335	0	+	0	0	miRNA
1583	chr7	130876746	130876810	hsa-mir-29a	0	-	0	0	miRNA
1583	chr7	130877458	130877539	hsa-mir-29b-1	0	-	0	0	miRNA
1599	chr7	133034859	133034915	hsa-mir-3654	0	-	0	0	miRNA
1601	chr7	133290880	133290988	hsa-mir-6133	0	+	0	0	miRNA
1616	chr7	135206993	135207078	hsa-mir-6509	0	-	0	0	miRNA
1629	chr7	136903166	136903294	hsa-mir-490	0	+	0	0	miRNA
1638	chr7	138123757	138123821	hsa-mir-4468	0	+	0	0	miRNA
1645	chr7	139044099	139044157	hsa-mir-10399	0	-	0	0	miRNA
1671	chr7	142474526	142474603	hsa-mir-11400	0	+	0	0	miRNA
1678	chr7	143382685	143382800	hsa-mir-6892	0	+	0	0	miRNA
1709	chr7	147378016	147378121	hsa-mir-548f-4	0	-	0	0	miRNA
1738	chr7	151238420	151238538	hsa-mir-671	0	+	0	0	miRNA
1740	chr7	151433488	151433639	hsa-mir-3907	0	-	0	0	miRNA
1787	chr7	157574335	157574422	hsa-mir-153-2	0	-	0	0	miRNA
1794	chr7	158532717	158532813	hsa-mir-595	0	-	0	0	miRNA
1794	chr7	158591615	158591696	hsa-mir-5707	0	+	0	0	miRNA
598	chr8	1801124	1801192	hsa-mir-3674	0	+	0	0	miRNA
598	chr8	1817230	1817307	hsa-mir-596	0	+	0	0	miRNA
600	chr8	2076588	2076640	hsa-mir-7160	0	+	0	0	miRNA
635	chr8	6622123	6622220	hsa-mir-8055	0	-	0	0	miRNA
636	chr8	6745163	6745244	hsa-mir-4659a	0	+	0	0	miRNA
636	chr8	6745167	6745240	hsa-mir-4659b	0	-	0	0	miRNA
654	chr8	9048444	9048518	hsa-mir-4660	0	+	0	0	miRNA
659	chr8	9741671	9741768	hsa-mir-597	0	+	0	0	miRNA
666	chr8	10666977	10667070	hsa-mir-4286	0	+	0	0	miRNA
667	chr8	10825372	10825443	hsa-mir-1322	0	-	0	0	miRNA
669	chr8	11035205	11035302	hsa-mir-598	0	-	0	0	miRNA
698	chr8	14853437	14853510	hsa-mir-383	0	-	0	0	miRNA
719	chr8	17681577	17681657	hsa-mir-548v	0	-	0	0	miRNA
754	chr8	22244965	22245037	hsa-mir-320a	0	-	0	0	miRNA
775	chr8	24953795	24953867	hsa-mir-6841	0	-	0	0	miRNA
778	chr8	25345401	25345474	hsa-mir-6876	0	+	0	0	miRNA
791	chr8	27048852	27048963	hsa-mir-548h-4	0	-	0	0	miRNA
794	chr8	27433369	27433434	hsa-mir-6842	0	+	0	0	miRNA
795	chr8	27610600	27610751	hsa-mir-6843	0	-	0	0	miRNA
796	chr8	27701672	27701767	hsa-mir-3622b	0	-	0	0	miRNA
796	chr8	27701676	27701759	hsa-mir-3622a	0	+	0	0	miRNA
797	chr8	27886038	27886116	hsa-mir-4287	0	-	0	0	miRNA
802	chr8	28505115	28505182	hsa-mir-4288	0	-	0	0	miRNA
813	chr8	29957271	29957348	hsa-mir-3148	0	-	0	0	miRNA
899	chr8	41271047	41271143	hsa-mir-548ao	0	-	0	0	miRNA
912	chr8	42896196	42896275	hsa-mir-4469	0	-	0	0	miRNA
1055	chr8	61714787	61714859	hsa-mir-4470	0	+	0	0	miRNA
1153	chr8	74548542	74548617	hsa-mir-5681a	0	+	0	0	miRNA
1153	chr8	74548549	74548609	hsa-mir-5681b	0	-	0	0	miRNA
1154	chr8	74705692	74705747	hsa-mir-2052	0	+	0	0	miRNA
1172	chr8	76966767	76966850	hsa-mir-3149	0	-	0	0	miRNA
1190	chr8	79332187	79332274	hsa-mir-12123	0	+	0	0	miRNA
1197	chr8	80241388	80241473	hsa-mir-5708	0	+	0	0	miRNA
1280	chr8	91205484	91205559	hsa-mir-4661	0	+	0	0	miRNA
1294	chr8	93029750	93029839	hsa-mir-8084	0	+	0	0	miRNA
1301	chr8	93916021	93916119	hsa-mir-378d-2	0	-	0	0	miRNA
1310	chr8	95072910	95072996	hsa-mir-3150b	0	-	0	0	miRNA
1310	chr8	95072913	95072993	hsa-mir-3150a	0	+	0	0	miRNA
1335	chr8	98393644	98393738	hsa-mir-9903	0	-	0	0	miRNA
1344	chr8	99536635	99536730	hsa-mir-599	0	-	0	0	miRNA
1344	chr8	99536785	99536861	hsa-mir-875	0	-	0	0	miRNA
1350	chr8	100382762	100382845	hsa-mir-4471	0	+	0	0	miRNA
1353	chr8	100702967	100703024	hsa-mir-7705	0	-	0	0	miRNA
1364	chr8	102125431	102125515	hsa-mir-5680	0	+	0	0	miRNA
1372	chr8	103154613	103154689	hsa-mir-3151	0	+	0	0	miRNA
1444	chr8	112643492	112643583	hsa-mir-2053	0	+	0	0	miRNA
1476	chr8	116874727	116874800	hsa-mir-3610	0	-	0	0	miRNA
1495	chr8	119325170	119325265	hsa-mir-548az	0	+	0	0	miRNA
1525	chr8	123215787	123215863	hsa-mir-4663	0	-	0	0	miRNA
1534	chr8	124508514	124508576	hsa-mir-6844	0	-	0	0	miRNA
1537	chr8	124821977	124822058	hsa-mir-4662b	0	-	0	0	miRNA
1537	chr8	124821984	124822051	hsa-mir-4662a	0	+	0	0	miRNA
1560	chr8	127795961	127796028	hsa-mir-1204	0	+	0	0	miRNA
1561	chr8	127960632	127960695	hsa-mir-1205	0	+	0	0	miRNA
1561	chr8	128008897	128008956	hsa-mir-1206	0	+	0	0	miRNA
1561	chr8	128049151	128049238	hsa-mir-1207	0	+	0	0	miRNA
1562	chr8	128150115	128150188	hsa-mir-1208	0	+	0	0	miRNA
1572	chr8	129484056	129484142	hsa-mir-3686	0	-	0	0	miRNA
1576	chr8	130008333	130008453	hsa-mir-5194	0	-	0	0	miRNA
1600	chr8	133046480	133046581	hsa-mir-7848	0	-	0	0	miRNA
1613	chr8	134800519	134800607	hsa-mir-30b	0	-	0	0	miRNA
1613	chr8	134804875	134804945	hsa-mir-30d	0	-	0	0	miRNA
1658	chr8	140732563	140732653	hsa-mir-151a	0	-	0	0	miRNA
1666	chr8	141786241	141786313	hsa-mir-1302-7	0	-	0	0	miRNA
1669	chr8	142176338	142176418	hsa-mir-4472-1	0	+	0	0	miRNA
1681	chr8	143733082	143733153	hsa-mir-4664	0	-	0	0	miRNA
1682	chr8	143812956	143813042	hsa-mir-937	0	-	0	0	miRNA
1682	chr8	143837755	143837816	hsa-mir-6845	0	-	0	0	miRNA
1683	chr8	143945190	143945279	hsa-mir-661	0	-	0	0	miRNA
1684	chr8	144057320	144057380	hsa-mir-6846	0	-	0	0	miRNA
1684	chr8	144079873	144079942	hsa-mir-6847	0	+	0	0	miRNA
1685	chr8	144262672	144262737	hsa-mir-7112	0	-	0	0	miRNA
1686	chr8	144317245	144317315	hsa-mir-6848	0	-	0	0	miRNA
1686	chr8	144394148	144394230	hsa-mir-939	0	-	0	0	miRNA
1686	chr8	144400085	144400165	hsa-mir-1234	0	-	0	0	miRNA
1686	chr8	144400276	144400345	hsa-mir-6849	0	-	0	0	miRNA
1686	chr8	144435550	144435619	hsa-mir-6893	0	-	0	0	miRNA
1687	chr8	144462484	144462539	hsa-mir-10400	0	-	0	0	miRNA
1689	chr8	144791930	144791991	hsa-mir-6850	0	-	0	0	miRNA
622	chr9	4850296	4850375	hsa-mir-101-2	0	+	0	0	miRNA
630	chr9	6007825	6007904	hsa-mir-4665	0	+	0	0	miRNA
726	chr9	18573305	18573379	hsa-mir-3152	0	+	0	0	miRNA
740	chr9	20411147	20411238	hsa-mir-4473	0	-	0	0	miRNA
741	chr9	20502264	20502342	hsa-mir-4474	0	-	0	0	miRNA
743	chr9	20716104	20716188	hsa-mir-491	0	+	0	0	miRNA
749	chr9	21512114	21512185	hsa-mir-31	0	-	0	0	miRNA
805	chr9	28863625	28863706	hsa-mir-876	0	-	0	0	miRNA
805	chr9	28888878	28888955	hsa-mir-873	0	-	0	0	miRNA
837	chr9	33108691	33108765	hsa-mir-12117	0	+	0	0	miRNA
840	chr9	33467868	33467935	hsa-mir-6851	0	-	0	0	miRNA
856	chr9	35608093	35608159	hsa-mir-4667	0	+	0	0	miRNA
857	chr9	35710675	35710741	hsa-mir-6852	0	-	0	0	miRNA
857	chr9	35732921	35732995	hsa-mir-6853	0	+	0	0	miRNA
865	chr9	36823538	36823599	hsa-mir-4475	0	-	0	0	miRNA
866	chr9	36864253	36864308	hsa-mir-4540	0	-	0	0	miRNA
866	chr9	36893461	36893531	hsa-mir-4476	0	-	0	0	miRNA
897	chr9	40929009	40929092	hsa-mir-1299	0	-	0	0	miRNA
899	chr9	41233754	41233835	hsa-mir-4477b	0	-	0	0	miRNA
899	chr9	41233754	41233835	hsa-mir-4477a	0	+	0	0	miRNA
1071	chr9	63819573	63819654	hsa-mir-4477a	0	-	0	0	miRNA
1071	chr9	63819573	63819654	hsa-mir-4477b	0	+	0	0	miRNA
1125	chr9	70809974	70810084	hsa-mir-204	0	-	0	0	miRNA
1225	chr9	83969747	83969857	hsa-mir-7-1	0	-	0	0	miRNA
1262	chr9	88745835	88745905	hsa-mir-4289	0	-	0	0	miRNA
1266	chr9	89312224	89312306	hsa-mir-3153	0	+	0	0	miRNA
1271	chr9	90023440	90023535	hsa-mir-4290	0	-	0	0	miRNA
1289	chr9	92292457	92292547	hsa-mir-3651	0	-	0	0	miRNA
1290	chr9	92527983	92528058	hsa-mir-4670	0	-	0	0	miRNA
1299	chr9	93594840	93594894	hsa-mir-548au	0	+	0	0	miRNA
1300	chr9	93819356	93819421	hsa-mir-4291	0	+	0	0	miRNA
1303	chr9	94176346	94176433	hsa-let-7f-1	0	+	0	0	miRNA
1303	chr9	94178833	94178920	hsa-let-7d	0	+	0	0	miRNA
1308	chr9	94809961	94810057	hsa-mir-2278	0	+	0	0	miRNA
1310	chr9	95065349	95065446	hsa-mir-6081	0	+	0	0	miRNA
1310	chr9	95085207	95085304	hsa-mir-23b	0	+	0	0	miRNA
1310	chr9	95085444	95085541	hsa-mir-27b	0	+	0	0	miRNA
1310	chr9	95086013	95086094	hsa-mir-3074	0	-	0	0	miRNA
1310	chr9	95086020	95086088	hsa-mir-24-1	0	+	0	0	miRNA
1327	chr9	97363553	97363681	hsa-mir-1302-8	0	-	0	0	miRNA
1334	chr9	98229148	98229217	hsa-mir-6854	0	-	0	0	miRNA
1398	chr9	106600927	106601022	hsa-mir-8081	0	+	0	0	miRNA
1416	chr9	109046228	109046298	hsa-mir-32	0	-	0	0	miRNA
1420	chr9	109511474	109511545	hsa-mir-3927	0	-	0	0	miRNA
1433	chr9	111271155	111271214	hsa-mir-7702	0	-	0	0	miRNA
1438	chr9	111932099	111932169	hsa-mir-4668	0	+	0	0	miRNA
1456	chr9	114209433	114209529	hsa-mir-455	0	+	0	0	miRNA
1502	chr9	120244978	120245050	hsa-mir-147a	0	-	0	0	miRNA
