ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	modAct.x	inactive.x	modInact.x	modAct.y	inactive.y	modInact.y
hsa-miR-1307-3p	16.0238823728231	-0.159792199868308	0.330585847550364	-0.483360679388925	0.628839662220773	0.908419582946603	modInact_vs_inactive	FALSE	15.736	16.002	17.517	10.941	12.24	9.262
hsa-miR-1307-5p	1.36102141607106	0.0943439672888532	0.493929769242468	0.191006845838725	0.848520229701411	NA	modInact_vs_inactive	NA	1.369	2.459	1.106	0.333	0.619	0
hsa-miR-130a-3p	0.81941124028651	-0.106278243031211	0.608748256585401	-0.174584882800895	0.86140582792163	NA	modInact_vs_inactive	NA	0.722	1.132	0.978	0	0.617	0
hsa-miR-130a-5p	1.30870330094058	-0.0861157584054932	0.586397081786886	-0.146855707642812	0.8832459129603	NA	modInact_vs_inactive	NA	1.092	1.757	1.279	0.294	0.337	0
hsa-miR-130b-3p	5.08608045906259	0.169303411324922	0.342547121760006	0.494248529822823	0.621130670173431	0.908419582946603	modInact_vs_inactive	FALSE	4.742	5.779	5.202	3.672	4.767	3.19
hsa-miR-130b-5p	1.82366336711375	0.829297816186418	1.12829006787851	0.735004091408621	0.462337002374604	NA	modInact_vs_inactive	NA	0.975	0.282	2.883	0	0	0
hsa-miR-132-3p	1.15547755294747	-0.241503166064183	0.592116132992478	-0.407864526243624	0.683373137554666	NA	modInact_vs_inactive	NA	1.144	1.601	1.218	0	0.735	0
hsa-miR-132-5p	1.31717334698272	-0.679841802249825	0.508435792600762	-1.3371241996404	0.181182099177462	NA	modInact_vs_inactive	NA	1.26	2.073	1.466	0.43	1.104	0
hsa-miR-1321	0.348362278893909	0.343430672730391	0.800335104596466	0.429108595584534	0.667844197212795	NA	modInact_vs_inactive	NA	0.322	0.349	0.38	0	0	0
hsa-miR-1321-5p:Novel	3.00535286141155	-0.0532846006268713	0.777002060575955	-0.0685771677199595	0.945326193591395	0.986979473278712	modInact_vs_inactive	FALSE	1.408	2.833	4.83	0	0.587	0
hsa-miR-1322	0.813399707606003	-0.951028944606088	0.544708380185464	-1.74594146005662	0.0808211245742063	NA	modInact_vs_inactive	NA	0.847	1.653	0.604	0	0.463	0
hsa-miR-1322-5p:Novel	1.98240048835075	-0.277810584722309	0.510814398654808	-0.543858171292552	0.586539074972702	NA	modInact_vs_inactive	NA	2.208	2.214	1.62	0.861	0.881	0.776
hsa-miR-1323	0.787907049022189	0.59515466130872	0.565709378517821	1.05205019380808	0.292776521376087	NA	modInact_vs_inactive	NA	0.865	0.9	0.722	0	0	0
hsa-miR-1323-3p:Novel	1.39805706605206	-0.300279314251894	0.492858507467577	-0.609260689837334	0.542351658727612	NA	modInact_vs_inactive	NA	1.509	2.085	1.149	0.624	0.698	0.667
hsa-miR-1324	30.9385206668072	0.0117312518155226	0.39369211479884	0.02979803601481	0.976228125105799	0.996447333146851	modInact_vs_inactive	FALSE	33.55	23.588	26.239	13.583	13.963	15.668
hsa-miR-1324-5p:Novel	7.06551564385922	-1.69126901150341	0.665164694309938	-2.54263196163468	0.0110021047621066	0.23541853081327	modInact_vs_inactive	FALSE	6.617	13.902	5.439	0.848	1.395	0.828
hsa-miR-133a-3p	1.72524643282468	0.184274256116145	0.447343391873013	0.411930207227594	0.680390579316557	NA	modInact_vs_inactive	NA	1.355	3.02	2.109	0.865	1.723	1.027
hsa-miR-133a-5p	10.8954911260442	0.266810722694194	0.371738003969258	0.71773862194692	0.472918464649314	0.848534486788461	modInact_vs_inactive	FALSE	11.969	11.237	9.912	4.694	5.601	6.195
hsa-miR-133b	15.9230339301285	0.615267750677432	0.437012597717683	1.40789476983202	0.159162232035055	0.625380805518271	modInact_vs_inactive	FALSE	14.064	15.818	20.697	7.03	7.295	6.163
hsa-miR-133b-5p:Novel	9.57846226150736	0.538867919566255	0.350534932305086	1.53727309293459	0.124226447664137	0.580594397047112	modInact_vs_inactive	FALSE	8.621	7.453	10.843	5.187	5.106	6.376
hsa-miR-134-3p	0.397302073432372	0.681076949500688	0.943367756103681	0.721963354263546	0.470317008181039	NA	modInact_vs_inactive	NA	0.296	0.259	0.574	0	0	0
hsa-miR-134-5p	11.7343002933211	-0.266855874094646	0.455400034174108	-0.585981234232017	0.557888125603454	0.888826849366157	modInact_vs_inactive	FALSE	10.368	9.483	12.628	5.786	6.292	4.232
hsa-miR-1343-3p	0.290833296490902	0.110045654250798	1.00682606168136	0.109299568653424	0.912964888711456	NA	modInact_vs_inactive	NA	0.241	0.158	0.447	0	0	0
hsa-miR-1343-5p	2.68499463603318	0.105817439714378	0.372058370136451	0.284410856488916	0.776095540112777	0.942143575834773	modInact_vs_inactive	FALSE	2.846	2.79	3.175	1.986	2.188	1.577
hsa-miR-135a-2-3p	1.53519072615915	0.18069525870219	0.467980272811599	0.386117255790684	0.699409830675317	NA	modInact_vs_inactive	NA	1.294	1.317	1.923	0.585	1.016	0.994
hsa-miR-135a-3p	0.875382834871021	-0.496398789733805	0.532631865682034	-0.931973510631338	0.3513502152514	NA	modInact_vs_inactive	NA	0.983	1.476	0.656	0.293	0.617	0
hsa-miR-135a-5p	3.59847951176883	0.254444264935281	0.411937042229017	0.617677554702211	0.536787910406865	0.883535985989428	modInact_vs_inactive	FALSE	2.601	3.748	5.111	1.902	2.387	1.781
hsa-miR-135b-3p	1.08077880567307	-0.0338016299168823	0.54747586724047	-0.0617408582541876	0.950769201835505	NA	modInact_vs_inactive	NA	0.974	0.87	1.175	0.195	0.735	0
hsa-miR-135b-5p	0.74016211699974	0.949219292657334	0.617967967652703	1.53603316408593	0.124530246753514	NA	modInact_vs_inactive	NA	0.601	0.374	1.144	0	0	0
hsa-miR-136-3p	0.195592054435619	0.693222447723938	1.52275945654271	0.455240940875742	0.648935909597378	NA	modInact_vs_inactive	NA	0.251	0.092	0.163	0	0	0
hsa-miR-136-5p	1.87591650282864	0.0329547871008645	0.50408840243003	0.0653750154576087	0.947875416291763	NA	modInact_vs_inactive	NA	1.56	2.905	2.173	0.832	0.729	0.842
hsa-miR-137-3p	75.0825243386342	0.389040587305124	0.411214442326311	0.946077149198004	0.344109237826135	0.801450506957372	modInact_vs_inactive	FALSE	49.961	94.372	121.568	21.265	22.844	22.083
hsa-miR-137-5p	7.14505496284254	0.311599830952886	0.516203798143745	0.603637230243927	0.546084854731478	0.888333300341289	modInact_vs_inactive	FALSE	7.029	6.577	5.732	3.263	5.243	2.282
hsa-miR-138-1-3p	0.240915101742273	0.658279258316201	0.810671262165493	0.812017508253325	0.41678158521818	NA	modInact_vs_inactive	NA	0.232	0.278	0.271	0	0	0
hsa-miR-138-2-3p	0.339366873543466	0.0568406658023717	1.21754802422408	0.0466845370133101	0.962764654583948	NA	modInact_vs_inactive	NA	0.348	0.332	0.367	0	0	0
hsa-miR-138-5p	6.140736651389	0.322843520299497	0.293411624810663	1.10030923453638	0.271197409973951	0.750228349086818	modInact_vs_inactive	FALSE	6.692	6.127	5.698	4.694	4.02	4.388
hsa-miR-139-3p	6.62108402113987	0.212974710547853	0.565690269220677	0.376486431066345	0.706555301178839	0.922034124767826	modInact_vs_inactive	FALSE	7.379	5.07	3.773	0.742	1.47	0.977
hsa-miR-139-5p	3.17766292516373	0.817066156953143	0.570870439839896	1.43126373329524	0.15235464374275	0.622966051254649	modInact_vs_inactive	FALSE	2.701	3.523	3.893	0	1.104	0
hsa-miR-140-3p	10.8978622293697	-1.18293909813736	0.620196253810174	-1.90736253382696	NA	NA	modInact_vs_inactive	NA	10.097	33.782	9.767	0.74	1.007	0.585
hsa-miR-140-5p	0.895257522260285	0.236295599043963	0.752503116046159	0.314012784804825	0.753511328671141	NA	modInact_vs_inactive	NA	0.406	0.484	1.938	0	0	0
hsa-miR-141-3p	11.0365101184007	0.101634694006494	0.421495067564713	0.241129023392165	0.809455118910473	0.95059434769237	modInact_vs_inactive	FALSE	7.67	11.906	18.415	4.574	3.711	5.043
hsa-miR-141-5p	1.91723136851653	0.347767968074342	0.557368533353995	0.623946181499752	0.532662929989851	NA	modInact_vs_inactive	NA	1.696	1.302	2.402	0.86	0	0.638
hsa-miR-142-3p	4.60962048162132	0.183241869366397	0.663974322185079	0.275977343164965	0.782565468236718	0.944072144689666	modInact_vs_inactive	FALSE	2.749	6.741	8	0.413	0.695	0
hsa-miR-142-5p	12.3885343398102	-1.68284983708081	0.670157746651955	-2.51112494854856	NA	NA	modInact_vs_inactive	NA	7.551	44.277	16.685	0.399	1.459	0.522
hsa-miR-143-3p	66.3616514550154	-0.722890077877577	0.385107031361315	-1.87711472138598	0.060502372146965	0.48401897717572	modInact_vs_inactive	FALSE	49.318	112.003	93.921	19.121	27.15	20.964
hsa-miR-143-5p	0.779855458308337	-0.396139664838606	0.474171954527557	-0.835434616189608	0.40347304630356	NA	modInact_vs_inactive	NA	0.68	1.542	0.896	0	0.674	0
hsa-miR-144-3p	21.6524810718515	-1.97285234491995	0.601056168958441	-3.28230945260685	NA	NA	modInact_vs_inactive	NA	23.851	48.762	14.384	1.02	1.511	1.276
hsa-miR-144-5p	6.54134542831121	-1.67524291753721	0.728968013784851	-2.29810209207841	0.0215559792208145	0.319028492468055	modInact_vs_inactive	FALSE	6.471	25.35	3.848	0	0.735	0
hsa-miR-145-3p	2.6190289406397	0.0268899094794015	0.442059635224911	0.0608286921870179	0.951495639564528	0.989175270077526	modInact_vs_inactive	FALSE	1.745	5.351	3.398	0.764	1.016	0.658
hsa-miR-145-5p	0.522120309592397	0.493961265639686	1.62093156835162	0.304739123652217	0.760564849597924	NA	modInact_vs_inactive	NA	0.628	0.178	0.563	0	0	0
hsa-miR-1468-3p	0.203317686402573	-0.168370401462893	1.37837132816538	-0.122151700360014	0.902778877439609	NA	modInact_vs_inactive	NA	0.094	0.358	0.298	0	0	0
hsa-miR-1468-5p	0.410351472530162	0.349099350318638	0.766087946423758	0.455690958131243	0.64861222487833	NA	modInact_vs_inactive	NA	0.296	0.332	0.584	0	0	0
hsa-miR-1469	1.12236509830479	-0.550305057798689	0.499943723948893	-1.10073400552368	0.271012441592177	NA	modInact_vs_inactive	NA	0.784	2.994	1.249	0	0.894	0
hsa-miR-1469-3p:Novel	27.3271649622767	0.597136144092986	0.452585331394754	1.31938908018243	0.187039070532798	0.679019048489415	modInact_vs_inactive	FALSE	29.972	17.732	29.997	12.818	11.935	10.11
hsa-miR-146a-3p	0.539135486236193	0.583885952684829	0.620725340039591	0.940651065812116	0.346883703488691	NA	modInact_vs_inactive	NA	0.552	0.545	0.522	0	0	0
hsa-miR-146a-5p	17.0783761641486	-0.894393964946375	0.423629964681514	-2.1112622796142	0.0347497743196798	0.411437327945009	modInact_vs_inactive	FALSE	7.312	16.529	36.349	3.716	3.201	2.836
hsa-miR-146b-3p	13.2182667842161	0.803682400190067	0.641895837815156	1.25204488461179	0.210553509128312	0.703744256209383	modInact_vs_inactive	FALSE	10.136	9.317	16.689	2.85	3.047	2.727
hsa-miR-146b-5p	24.1565460812137	-0.684691211363488	0.446106875958813	-1.53481429734049	NA	NA	modInact_vs_inactive	NA	8.709	30.388	53.016	3.431	3.581	3.061
hsa-miR-1470	2.36702181184627	-0.293541632516406	0.428371449803771	-0.685250225361358	0.493186035108533	0.857882858327869	modInact_vs_inactive	FALSE	2.703	3.011	2.245	1.511	2.205	0.831
hsa-miR-1470-3p:Novel	4.05326452728619	-0.191266864840211	0.320616312326028	-0.596559992386526	0.550801188900512	0.888826849366157	modInact_vs_inactive	FALSE	3.876	7.312	4.049	2.789	5.742	2.361
hsa-miR-1471	0.44692771850064	0.691784090679837	0.826846097980126	0.83665399446133	0.40278708584673	NA	modInact_vs_inactive	NA	0.296	0.283	0.679	0	0	0
hsa-miR-1471-3p:Novel	11.1057835267388	0.321939106656524	0.431681326573437	0.745779552736239	0.455800593675402	0.847616220959802	modInact_vs_inactive	FALSE	11.233	11.744	9.44	4.161	7.161	4.397
hsa-miR-147a	2.37608547682977	0.00670084112974403	0.486221141307016	0.0137814680614904	0.989004327475569	0.999769141728118	modInact_vs_inactive	FALSE	1.756	2.497	2.799	0.989	1.395	1.051
hsa-miR-147a-5p:Novel	8.1390355271867	-0.834204455630119	0.330022053527664	-2.52772336488777	0.0114804770640321	0.237085200764197	modInact_vs_inactive	FALSE	7.488	12.697	7.726	5.164	7.11	5.498
hsa-miR-147b-3p	1.94031721163045	0.126825921024721	0.52095448884069	0.24344913757621	0.807657482244792	NA	modInact_vs_inactive	NA	1.442	1.713	3.201	0.574	1.011	0.561
hsa-miR-147b-5p	1.37313119356342	0.260948689529298	0.623136014251262	0.418766823873668	0.675386553218461	NA	modInact_vs_inactive	NA	0.961	2.378	1.562	0	0.735	0
hsa-miR-148a-3p	211.730859150942	-1.29906436699866	0.513403299756013	-2.53029999537599	0.0113965038461809	0.237085200764197	modInact_vs_inactive	FALSE	92.036	1014.124	301.111	15.872	19.214	13.485
hsa-miR-148a-5p	5.77014576983955	0.0476643754666812	0.548608633573698	0.086882291946793	0.930765075266932	0.985711850729917	modInact_vs_inactive	FALSE	3.861	5.592	7.883	1.948	2.401	1.89
hsa-miR-148b-3p	5.3856204343297	-0.917419417870513	0.634645177015873	-1.44556273504552	0.148299885097257	0.61826430970124	modInact_vs_inactive	FALSE	4.03	19.493	5.662	0.456	0.463	0.399
hsa-miR-148b-5p	2.48058145948025	0.572585494487058	0.467035285440591	1.22600050218239	0.220198486052579	0.708796201058363	modInact_vs_inactive	FALSE	2.298	2.05	2.995	1.077	1.459	1.028
hsa-miR-149-3p	42.9112324155151	-0.557613948930475	0.368774320628408	-1.51207369314728	0.130515116346801	0.582936894235872	modInact_vs_inactive	FALSE	48.496	67.545	36.724	17.031	22.004	21.258
hsa-miR-149-5p	0.871047124076818	-0.073367774496594	0.521418901114186	-0.140707930494693	0.888100679803439	NA	modInact_vs_inactive	NA	0.677	1.249	1.167	0	0.232	0
hsa-miR-150-3p	7.00124891191097	0.257536391667744	0.323629377596569	0.795775691256264	0.426162423237044	0.836594103859494	modInact_vs_inactive	FALSE	7.995	5.477	6.668	4.497	4.195	4.224
hsa-miR-150-5p	7.79831952207016	0.059773924570953	0.369052731482651	0.161965809955705	0.871332778026853	0.967260257167723	modInact_vs_inactive	FALSE	6.351	5.62	11.671	4.096	3.513	3.144
hsa-miR-151a-3p	126.188612575851	-0.127414077689779	0.236204221314382	-0.539423372625479	0.589594757325405	0.894141339364978	modInact_vs_inactive	FALSE	108.083	171.434	153.891	88.778	76.735	94.091
hsa-miR-151a-5p	0.727150944214085	0.156771284376736	0.974561045881862	0.160863483143713	0.872200923904493	NA	modInact_vs_inactive	NA	0.479	2.871	1.005	0	0	0
hsa-miR-151b	6.5286400570657	-0.000938474461084729	0.313436761502286	-0.00299414292244046	0.997611023158835	0.999960930838202	modInact_vs_inactive	FALSE	6.312	10.85	6.484	3.279	5.836	3.297
hsa-miR-151b-5p:Novel	1.12576540490839	0.533592560406111	0.528396991943589	1.00983269878848	0.312575451192268	NA	modInact_vs_inactive	NA	1.117	0.887	1.214	0.612	0.44	0.471
hsa-miR-152-3p	25.5467712643492	-0.549080694498454	0.37010494140962	-1.48358109569456	0.137920087634603	0.597626293666273	modInact_vs_inactive	FALSE	14.593	37.257	44.266	3.78	4.534	4.216
hsa-miR-152-5p	5.45867086831787	0.70553795936221	0.433854630081612	1.6262082053371	0.103905371239864	0.557796710668276	modInact_vs_inactive	FALSE	4.101	4.489	8.352	2.367	4.02	3.155
hsa-miR-153-1-5p:Novel	1.14457130082558	-0.338210593566632	0.544991122143786	-0.620580005480166	0.534875998607219	NA	modInact_vs_inactive	NA	1.119	2.381	1.151	0	1.851	0.276
hsa-miR-153-2-5p	3.69350967814975	-0.234175884268204	0.396467835309343	-0.590655441406713	0.55475130927055	0.888826849366157	modInact_vs_inactive	FALSE	3.779	4.077	3.346	2.335	2.387	1.802
hsa-miR-153-3p	16.2738014239777	0.382092021362151	0.377757897088911	1.01147328568546	0.311789960792973	0.785445348040172	modInact_vs_inactive	FALSE	14.615	15.182	16.236	7.124	12.24	8.142
hsa-miR-1537-3p	0.134596052533764	0.251790200718174	1.47702752871647	0.170470892263585	0.864639823902118	NA	modInact_vs_inactive	NA	0.114	0.141	0.193	0	0	0
hsa-miR-1537-5p	0.080350122278194	0.126275299120018	3.29316204452762	0.0383446964991762	0.969412854318582	NA	modInact_vs_inactive	NA	0.04	0.05	0.127	0	0	0
hsa-miR-1538	12.7351516494233	-0.718132967861952	0.416880995527074	-1.72263301893625	0.0849549099983612	0.538223122827834	modInact_vs_inactive	FALSE	11.82	26.029	11.522	6.76	12.24	5.17
hsa-miR-1538-5p:Novel	2.73873847607967	0.043567823178355	0.438261627291161	0.099410535774355	0.920812317863977	0.983402353772795	modInact_vs_inactive	FALSE	2.911	2.243	2.964	1.511	1.237	1.327
hsa-miR-1539	2.70047922119821	0.328196326610116	0.515555992765068	0.636587162627883	0.524393789258538	0.879294897824925	modInact_vs_inactive	FALSE	3.047	1.95	2.433	1.194	1.049	1.311
hsa-miR-1539-5p:Novel	7.43041672475839	-0.294852343742968	0.35389500796195	-0.833163331240516	0.404752619934309	0.825304997707615	modInact_vs_inactive	FALSE	7.432	8.81	7.915	4.505	7.026	4.712
hsa-miR-154-3p	0.446449463329294	-0.537035230019188	0.997080917148248	-0.538607469848248	0.590157732210359	NA	modInact_vs_inactive	NA	0.457	1.518	0.282	0	0	0
hsa-miR-154-5p	0.860623362071476	1.09269033346881	0.72416857321388	1.50888946840018	0.131327031640585	NA	modInact_vs_inactive	NA	0.449	0.754	1.365	0	0	0
hsa-miR-155-3p	0.0268453878741755	0.308718728907565	4.64722598262185	0.0664307546183484	0.947034885629748	NA	modInact_vs_inactive	NA	0.047	0	0.016	0	0	0
hsa-miR-155-5p	9.4779047360164	-0.363181938617093	0.644468935599757	-0.563536764233807	0.573069433031186	0.890862585204185	modInact_vs_inactive	FALSE	3.121	9.382	21.605	0.861	1.6	0.554
hsa-miR-1587	0.809292889282681	0.937080411939495	0.644042114578489	1.45499865727382	0.145669633223401	NA	modInact_vs_inactive	NA	0.775	0.506	0.915	0	0	0
hsa-miR-1587-3p:Novel	16.387665274254	0.209083862283851	0.304469832370174	0.686714544610933	0.492262629650185	0.857116108096793	modInact_vs_inactive	FALSE	14.262	11.426	22.181	9.278	6.804	9.571
hsa-miR-15a-3p	0.495210744669026	-0.688564397117776	0.738284221637729	-0.932654900290759	0.350998177617069	NA	modInact_vs_inactive	NA	0.383	1.014	0.591	0	0.506	0
hsa-miR-15a-5p	1.67889364852299	-1.41386312334223	0.530831994840496	-2.66348512728038	0.0077335830469121	NA	modInact_vs_inactive	NA	1.603	6.291	1.139	0.404	0.574	0.473
hsa-miR-15b-3p	0.85328607105787	0.211148215211413	0.794381012279484	0.265802193088077	0.790391554118016	NA	modInact_vs_inactive	NA	0.957	1.584	0.547	0	0	0
hsa-miR-15b-5p	4.62393296662582	-1.04838836152468	0.742787214431396	-1.41142488879163	0.158119368516554	0.625241975081991	modInact_vs_inactive	FALSE	3.756	23.956	3.104	0	0.169	0
hsa-miR-16-1-3p	1.01970784900036	0.453959150214384	0.651294606319812	0.697010455498032	0.48579625059525	NA	modInact_vs_inactive	NA	0.954	3.15	0.813	0	0	0
hsa-miR-16-2-3p	4.30722060578184	-1.86593816905639	1.07113075497916	-1.74202650832548	0.0815038058939043	0.538223122827834	modInact_vs_inactive	FALSE	2.87	10.094	6.42	0	0	0
hsa-miR-16-5p	6.29934588829553	-0.375904784128336	0.516363524683345	-0.727984774600134	0.466622906522156	0.847616220959802	modInact_vs_inactive	FALSE	4.767	14.093	8.238	1.42	1.18	1.327
hsa-miR-17-3p	1.04919561669435	0.613706981902004	0.731364663074954	0.839125832688895	0.40139870124623	NA	modInact_vs_inactive	NA	0.875	1.008	1.352	0	0	0
hsa-miR-17-5p	5.38889584335483	-1.87220900760976	0.892722515550437	-2.09719030829573	NA	NA	modInact_vs_inactive	NA	3.844	25.525	4.984	0	0	0
hsa-miR-181a-2-3p	1.10932575642541	-0.325249483909871	0.588131785543935	-0.553021434828698	0.580248732673631	NA	modInact_vs_inactive	NA	1.024	3.073	0.921	0.297	0.169	0
hsa-miR-181a-3p	9.38985900402025	-0.397306096507343	0.458166586866843	-0.867165148869339	0.385851528697506	0.818381522545959	modInact_vs_inactive	FALSE	7.06	8.989	14.441	3.303	3.674	2.526
hsa-miR-181a-5p	5.18189079384897	-0.422455209282744	0.359052284455447	-1.17658410090178	0.239361546724433	0.713445691987085	modInact_vs_inactive	FALSE	5.194	8.42	4.795	3.369	3.581	2.653
hsa-miR-181b-2-3p	0.866175894313245	0.587821135870554	0.631343201376432	0.931064331712145	0.351820287685601	NA	modInact_vs_inactive	NA	0.636	0.874	1.088	0	0	0
hsa-miR-181b-3p	3.36169648553325	0.327919045398997	0.546307043913962	0.600246782559592	0.548341779636727	0.888826849366157	modInact_vs_inactive	FALSE	3.056	2.98	4.107	1.374	1.016	0.945
hsa-miR-181b-5p	30.7347225203661	0.188584188555548	0.272375154151262	0.692369277011289	0.488705454571363	0.856286719006254	modInact_vs_inactive	FALSE	29.603	29.811	32.096	21.988	24.48	22.502
hsa-miR-181c-3p	18.6179485775873	0.758942717936299	0.373698755154946	2.03089442356216	0.042265705594832	0.430573510369674	modInact_vs_inactive	FALSE	20.277	16.997	18.955	11.206	7.161	10.282
hsa-miR-181c-5p	0.886820383488024	-0.326541225671194	0.486648495031687	-0.671000175701626	0.502220417595873	NA	modInact_vs_inactive	NA	1.056	1.223	0.675	0	0.596	0.33
hsa-miR-181d-3p	2.68353109657007	-1.09586086457201	0.37915729410823	-2.89025394368176	0.00384930738878342	0.174948986195717	modInact_vs_inactive	FALSE	2.538	3.792	2.514	1.64	2.387	1.597
hsa-miR-181d-5p	2.9808658205973	-0.167485953141595	0.465254122145573	-0.359988112236845	0.718856023504476	0.927151995456753	modInact_vs_inactive	FALSE	3.012	7.61	2.434	0.399	1.237	0
hsa-miR-182-3p	14.9333992111925	0.962165677024652	0.419756424684419	2.29220000086485	0.0218941049102869	0.321354796038591	modInact_vs_inactive	FALSE	11.845	9.784	20.105	6.252	8.819	8.433
hsa-miR-182-5p	65.2924579475033	-1.66449260174378	0.458824048043102	-3.62773618523895	0.000285917186293305	0.0634736153571137	modInact_vs_inactive	FALSE	49.049	221.922	48.387	17.897	19.323	22.794
hsa-miR-1825	1.36923339613745	-0.115695978804899	0.401502559516632	-0.288157512480581	0.7732261700945	NA	modInact_vs_inactive	NA	1.282	2.252	1.372	0.832	1.517	0.67
hsa-miR-1825-5p:Novel	1.58055638274939	0.246372838662712	0.563351452481403	0.437334167822785	0.66186901948997	NA	modInact_vs_inactive	NA	1.218	1.263	2.427	0.431	0.574	0
hsa-miR-1827	24.5317624544084	0.403436407512349	0.69816095299465	0.577855873752138	0.563361428860269	0.888973939935098	modInact_vs_inactive	FALSE	26.112	7.861	19.468	2.485	3.674	2.358
hsa-miR-1827-5p:Novel	6.85693957145743	-0.25054751006883	0.306355992241871	-0.817831269548076	0.413453540237131	0.828661878210909	modInact_vs_inactive	FALSE	6.379	10.094	7.518	4.307	5.078	4.833
hsa-miR-183-3p	1.79150843278001	-0.0359622064261499	0.735074249275406	-0.0489232298119536	0.960980476312935	NA	modInact_vs_inactive	NA	2.588	1.115	0.831	0	0.506	0
hsa-miR-183-5p	10.2786607295056	-0.844454271598939	0.553352866476454	-1.5260683060632	NA	NA	modInact_vs_inactive	NA	8.482	48.295	7.817	1.733	1.685	1.261
hsa-miR-184	3.06047846118004	0.678814542225976	0.392297462435872	1.73035669925329	0.083566565127802	0.538223122827834	modInact_vs_inactive	FALSE	2.695	2.107	3.644	1.594	1.511	2.091
hsa-miR-184-5p:Novel	10.92722359959	-0.839152167610734	0.543375806358228	-1.54433111999379	0.122508137246206	0.580594397047112	modInact_vs_inactive	FALSE	14.392	7.244	2.81	2.148	2.401	1.477
hsa-miR-1843	9.10074688715714	0.185877877300618	0.368364489486452	0.504603137940241	0.613837605427188	0.904710030903473	modInact_vs_inactive	FALSE	8.434	11.748	10.457	5.282	6.186	5.374
hsa-miR-1843-3p:Novel	5.78846665622465	-0.108398274842433	0.368019678576382	-0.294544778860066	0.768341651529273	0.937852077742948	modInact_vs_inactive	FALSE	6.347	6.864	5.244	3.369	4.063	3.247
hsa-miR-185-3p	0.483789270360413	-0.686160360870419	0.753838519558548	-0.910221941526998	0.362705474950093	NA	modInact_vs_inactive	NA	0.384	1.057	0.545	0	0	0
hsa-miR-185-5p	33.3964336027066	-1.43035689943962	0.586547246312277	-2.43860474741382	NA	NA	modInact_vs_inactive	NA	32.917	97.03	26.205	1.918	1.685	1.358
hsa-miR-186-3p	1.77101210891814	-0.466368592847072	0.551510749748599	-0.845620131719395	0.397764691193546	NA	modInact_vs_inactive	NA	1.584	2.39	1.589	0.399	1.049	0.165
hsa-miR-186-5p	7.22597110521484	-1.27246552533816	0.565087458980302	-2.25180280524067	0.0243347363408753	0.348536223720924	modInact_vs_inactive	FALSE	5.648	22.136	8.197	0.872	1.908	1.045
hsa-miR-187-3p	6.35795171946547	-0.0218643376916134	0.463260117846222	-0.0471966760127432	0.962356476729313	0.992589573171021	modInact_vs_inactive	FALSE	6.75	5.21	6.349	2.375	3.702	2.749
hsa-miR-187-5p	5.81896047319119	0.0973469207926696	0.52665004255599	0.184841760042809	0.85335315241297	0.964617549010451	modInact_vs_inactive	FALSE	7.311	2.995	5.021	2.025	2.188	1.623
hsa-miR-188-3p	0.501167839576622	0.665647395216366	0.643658928734244	1.03416167398682	0.301060587976561	NA	modInact_vs_inactive	NA	0.566	0.321	0.444	0	0	0
hsa-miR-188-5p	1.36155711876675	0.18898334224127	0.470365442324207	0.4017798189158	0.687846075672585	NA	modInact_vs_inactive	NA	1.301	2.056	1.366	0.349	0.8	0.522
hsa-miR-18a-3p	0.319805160212104	0.0554544437871856	1.14154793730973	0.0485782874067243	0.961255373671361	NA	modInact_vs_inactive	NA	0.239	1.364	0.303	0	0	0
hsa-miR-18a-5p	1.38003507174829	0.225242225864268	0.525320143049772	0.428771347994791	0.668089631990838	NA	modInact_vs_inactive	NA	1.363	3.527	1.097	0	0	0
hsa-miR-18b-3p	0.232326384183492	0.0422958371090963	1.12355904041464	0.0376445167434081	0.969971113829681	NA	modInact_vs_inactive	NA	0.199	0.241	0.258	0	0	0
hsa-miR-18b-5p	0.525181825376052	-0.684287558329903	0.775102245928434	-0.882835215514373	0.377325310591141	NA	modInact_vs_inactive	NA	0.425	1.146	0.423	0	0	0
hsa-miR-1908-3p	3.23879575800023	0.176994707750424	0.450250032246648	0.393103153968163	0.694243294710745	0.921564223767867	modInact_vs_inactive	FALSE	3.409	3.334	3.35	1.902	1.395	1.375
hsa-miR-1908-5p	3.14944526030521	0.0352872112286386	0.50777963116494	0.069493160148396	0.944597076903884	0.986979473278712	modInact_vs_inactive	FALSE	2.388	2.812	4.127	0.849	1.851	0.998
hsa-miR-1909-3p	1.99302267650403	0.115102144833388	0.623141119633164	0.184712806147582	0.853454301168836	NA	modInact_vs_inactive	NA	1.737	2.298	2.369	0.377	1.104	0.328
hsa-miR-1909-5p	2.75899171249271	0.418384404233109	0.512171420931066	0.816883541593431	0.413994984193519	0.828661878210909	modInact_vs_inactive	FALSE	2.353	2.609	3.537	1.006	1.757	1.358
hsa-miR-190a-3p	0.0420779485254038	0.226299656280426	4.2574169033146	0.0531542156710659	0.957609034611955	NA	modInact_vs_inactive	NA	0.019	0.057	0.082	0	0	0
hsa-miR-190a-5p	0.331861786515144	-0.321031387712774	0.865388295463517	-0.370968026024461	0.710661346728138	NA	modInact_vs_inactive	NA	0.399	0.525	0.173	0	0	0
