"GS","converged","loss","gene.tested","coef","std.err","t.value","p.value","adj.p.val"
"GO_BONE_DEVELOPMENT","Y",0.0752685511528141,130,0.0923841017424058,0.0931011867464815,0.992297788791583,0.321078864176646,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","Y",0.0222666645014522,30,0.0428315207750126,0.210291363158802,0.20367703234045,0.838610480059943,0.999999999999867
"GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT","Y",0.0085645385712671,10,-8.98045933003531,757.024341465018,-0.0118628409129567,0.99053530638949,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION","Y",0.00547814942701226,6,-8.64540386224442,756.398708676522,-0.0114296914617575,0.990880876641286,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY","Y",0.0169201642928138,22,-8.84230058684151,458.88966566787,-0.0192689032863104,0.984627016529516,0.999999999999867
"GO_NCRNA_PROCESSING","Y",0.122162749534569,239,-0.0696593705132922,0.0925337520104998,-0.752799589336742,0.451589973406091,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_TRANSPORT","Y",0.121794581023789,238,0.0186034996815068,0.0791738143256973,0.234970360338807,0.81423706489361,0.999999999999867
"GO_LEYDIG_CELL_DIFFERENTIATION","Y",0.00506413145134681,6,0.667351025469538,0.179866950732088,3.71024817373792,0.000208298955269769,0.078424556659068
"GO_AMINE_METABOLIC_PROCESS","Y",0.044782578916794,69,-0.193546403369395,0.214662471053967,-0.901631302477352,0.367276798945983,0.999999999999867
"GO_DNA_MODIFICATION","Y",0.0431500912519369,66,-0.218815822757175,0.230426812906322,-0.949610941527593,0.342335384853533,0.999999999999867
"GO_PROTEIN_LOCALIZATION_TO_MEMBRANE","Y",0.176168060961244,385,0.019082031836333,0.0627999273401652,0.303854361693324,0.761245848225629,0.999999999999867
"GO_RNA_SURVEILLANCE","Y",0.00551985092679332,6,0.114091857387648,0.410263035909837,0.278094411149247,0.780946251462674,0.999999999999867
"GO_MITOTIC_SPINDLE_ASSEMBLY","Y",0.028323731126185,40,0.197898992279577,0.137405648336248,1.44025369172085,0.149830298618277,0.999999999999867
"GO_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION","Y",0.00379286952700723,4,0.412111250645728,0.286786301062875,1.43699768475126,0.150753290424769,0.999999999999867
"GO_RESPONSE_TO_ALKALOID","Y",0.035419772600805,52,-0.0639239510856008,0.195137325239266,-0.327584438329371,0.74323348209025,0.999999999999867
"GO_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION","Y",0.0163726020677532,21,0.193580797786134,0.190029494495127,1.01868816891,0.308378316614529,0.999999999999867
"GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD","Y",0.0143803573966658,18,0.0110358551961792,0.287909365699819,0.03833100451371,0.969424618064131,0.999999999999867
"GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION","Y",0.172642559559288,375,0.0686052822333416,0.0584760035921664,1.17322111667925,0.240738084554787,0.999999999999867
"GO_REGULATION_OF_TRANSPORTER_ACTIVITY","Y",0.0794779604378876,139,0.0538151453450009,0.0965733240479855,0.5572464847359,0.577372842306978,0.999999999999867
"GO_EATING_BEHAVIOR","Y",0.00856453857126711,10,-8.98045933003422,757.024341465222,-0.0118628409129521,0.990535306389494,0.999999999999867
"GO_CELL_JUNCTION_ORGANIZATION","Y",0.0997624103351252,185,-0.1756639976517,0.127271817402053,-1.38022699162671,0.167550925500514,0.999999999999867
"GO_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS","Y",0.00627168464209004,7,-8.746376254621,756.591990077603,-0.0115602284577767,0.99077673295194,0.999999999999867
"GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT","Y",0.031304524342986,45,-0.31160631064643,0.327466578590421,-0.951566758316953,0.341342209606528,0.999999999999867
"GO_SPHINGOID_METABOLIC_PROCESS","Y",0.0107560997368287,13,-9.15305272445734,757.324819483297,-0.0120860329530758,0.990357242603968,0.999999999999867
"GO_PROTEIN_DESTABILIZATION","Y",0.0241469545838476,33,-0.00282512865806816,0.218412771817758,-0.0129348143634449,0.989680084785652,0.999999999999867
"GO_EAR_DEVELOPMENT","Y",0.0667377034607923,112,0.0504298745923895,0.108008130058803,0.466908135201804,0.640576867033328,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION","Y",0.0188983698354419,25,0.295226860394856,0.146776919533204,2.01139839515483,0.0443130426942082,0.927823378882743
"GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS","Y",0.00776991447622117,9,0.368374241037671,0.214228072591169,1.71954233906904,0.0855499252718299,0.999999999999867
"GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION","Y",0.0399018751847631,60,-0.114678939104357,0.199611056072557,-0.574511960212627,0.565635717720076,0.999999999999867
"GO_REGULATION_OF_SYNAPTIC_PLASTICITY","Y",0.0547867713933609,88,-0.0921669614668717,0.158218091006817,-0.58253111815703,0.560223528922815,0.999999999999867
"GO_LONG_TERM_SYNAPTIC_DEPRESSION","Y",0.0107560997368286,13,-9.15305272442259,757.324819478365,-0.0120860329531087,0.990357242603942,0.999999999999867
"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID","Y",0.0283895492367607,40,-0.165199943299883,0.26852235415864,-0.615218586986933,0.53842587451191,0.999999999999867
"GO_NCRNA_TRANSCRIPTION","Y",0.0469587507245887,73,0.0860606983218127,0.124920685698258,0.688922717969139,0.490889598207462,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION","Y",0.0101232070511456,12,-0.0900864999730391,0.425728771734229,-0.211605383413639,0.832419683462847,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","Y",0.0404607805803599,61,0.077266855479939,0.138773167984696,0.556785267656786,0.577687946049882,0.999999999999867
"GO_LIPOXYGENASE_PATHWAY","Y",0.00704933921890663,8,-8.83393788323274,756.756595259164,-0.0116734204083248,0.990686427436313,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS","Y",0.0190207672392677,25,-0.313264408067671,0.440809521056081,-0.710657082263467,0.477315110612863,0.999999999999867
"GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS","Y",0.0203069381510293,27,-0.340322260099454,0.444403059141992,-0.765796393833368,0.443817471776519,0.999999999999867
"GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","Y",0.0318780075129979,46,0.182774588499757,0.131685943631273,1.38795822439132,0.165184002190279,0.999999999999867
"GO_ARTERY_MORPHOGENESIS","Y",0.0275154373262258,39,0.312941433695709,0.11361423243265,2.75442105267244,0.00589137526509099,0.449706515022987
"GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS","Y",0.0135604085302911,17,-8.67312180279893,458.720866346386,-0.018907188312314,0.984915562755744,0.999999999999867
"GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION","Y",0.352056970120726,1018,0.0325288563938029,0.0395667853426909,0.82212532840533,0.411027273589953,0.999999999999867
"GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY","Y",0.0216349593443905,29,-0.0247530466150838,0.242671820267186,-0.102002146717448,0.918757235446556,0.999999999999867
"GO_SPROUTING_ANGIOGENESIS","Y",0.0459996538005252,72,0.291745431899219,0.0878489538478365,3.32098925622441,0.000900547855977544,0.180821479106447
"GO_LYMPHOCYTE_ACTIVATION","Y",0.16284292486857,347,0.0354317153337791,0.0641531116636235,0.552299248079494,0.580757011874646,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY","Y",0.00459781435058878,5,0.441347886065945,0.260269097105461,1.69573680077397,0.0899702002939542,0.999999999999867
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY","Y",0.00704933921890665,8,-8.83393788323213,756.756595258582,-0.011673420408333,0.990686427436307,0.999999999999867
"GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION","Y",0.00547814942701234,6,-8.64540386224216,756.398708676857,-0.0114296914617494,0.990880876641293,0.999999999999867
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS","Y",0.00995269458620104,12,0.388602875467347,0.181921517913265,2.1361017647875,0.0326979261229524,0.791689336678185
"GO_PROTEIN_TRIMERIZATION","Y",0.0143510397798944,18,0.172046712346789,0.214421432319683,0.802376471817812,0.422356330123288,0.999999999999867
"GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","Y",0.051133422518674,81,0.125279389649957,0.110610462398498,1.13261790009169,0.25740481442845,0.999999999999867
"GO_PROTEOGLYCAN_METABOLIC_PROCESS","Y",0.0354191537010388,52,-0.067190973895034,0.19632511364842,-0.342243397425761,0.732175691814243,0.999999999999867
"GO_DOPAMINE_METABOLIC_PROCESS","Y",0.0157220061258772,20,-0.237320368485277,0.431244997012366,-0.550314485105718,0.582117299889611,0.999999999999867
"GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM","Y",0.223582373913054,531,-0.0234550862717667,0.0579518508505127,-0.404734032261873,0.685682608095863,0.999999999999867
"GO_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS","Y",0.0100351081986007,12,-9.10036063835322,757.234921695759,-0.0120178829285551,0.990411613002051,0.999999999999867
"GO_LEUKOCYTE_PROLIFERATION","Y",0.0798273058418773,140,-0.204246615951295,0.153791277094572,-1.32807672717156,0.184186319968431,0.999999999999867
"GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","Y",0.0183709436425204,24,-0.299099790497784,0.438964510866386,-0.681375790283021,0.495651207145465,0.999999999999867
"GO_L_ASCORBIC_ACID_METABOLIC_PROCESS","Y",0.0062537013355657,7,0.343696473503987,0.254862003696427,1.34855909676271,0.177512439168522,0.999999999999867
"GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT","Y",0.00469479096991552,5,0.179774481165525,0.397072485821636,0.452749781424743,0.650739803283212,0.999999999999867
"GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING","Y",0.0100351081986008,12,-9.10036063835362,757.234921695408,-0.0120178829285612,0.990411613002046,0.999999999999867
"GO_ADHERENS_JUNCTION_ASSEMBLY","Y",0.0062537013355657,7,0.343696473504105,0.254862003696234,1.34855909676419,0.177512439168046,0.999999999999867
"GO_SECRETORY_GRANULE_ORGANIZATION","Y",0.0122788831300632,15,-0.14420364679907,0.420773963374207,-0.342710479618782,0.731824253267186,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT","Y",0.0100351081986007,12,-9.10036063835329,757.234921695282,-0.0120178829285628,0.990411613002044,0.999999999999867
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION","Y",0.0156908608701011,20,0.210429584577246,0.188831642676867,1.11437670929621,0.265147263092595,0.999999999999867
"GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS","Y",0.0108509617615228,13,-0.0995783871172383,0.416314323304101,-0.239190394236089,0.810963377963192,0.999999999999867
"GO_VESICLE_FUSION_TO_PLASMA_MEMBRANE","Y",0.0129794219565559,16,-0.180426791477886,0.435178426927119,-0.414604172251632,0.678441539953851,0.999999999999867
"GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT","Y",0.0259814446294927,36,0.0909405069693433,0.17561261635221,0.517847230218086,0.604577545754149,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION","Y",0.0107560997368286,13,-9.1530527244225,757.324819477503,-0.0120860329531223,0.990357242603931,0.999999999999867
"GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION","Y",0.0141573506299861,18,0.369218223504537,0.153681184263472,2.40249465329176,0.0163037264106587,0.644628582316469
"GO_IN_UTERO_EMBRYONIC_DEVELOPMENT","Y",0.122993613193186,241,-0.00818050952948034,0.0825365749069196,-0.0991137509486659,0.921050153732792,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION","Y",0.0136742240056285,17,-0.200039374996285,0.437430595055943,-0.457305404005183,0.64746254509708,0.999999999999867
"GO_ER_NUCLEUS_SIGNALING_PATHWAY","Y",0.0222049784850392,30,-0.37815065871565,0.449562943532992,-0.84115175451043,0.400285192919042,0.999999999999867
"GO_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","Y",0.00705159376867732,8,0.305739770306523,0.253688127448044,1.20517965654163,0.22816552877503,0.999999999999867
"GO_PROTEIN_HETEROTRIMERIZATION","Y",0.00383168060593635,4,-9.03512296567848,1248.44301672438,-0.00723711282344669,0.994225829652435,0.999999999999867
"GO_VESICLE_CYTOSKELETAL_TRAFFICKING","Y",0.027448709934431,39,0.336271485994385,0.110251437185709,3.05004174619479,0.00229472737253186,0.27427455738357
"GO_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE","Y",0.00781310778613588,9,-8.9112462201963,756.899185823615,-0.0117733595003139,0.990606695264851,0.999999999999867
"GO_MESENCHYMAL_CELL_DIFFERENTIATION","Y",0.0771742279667795,134,0.0390355573734869,0.100982727846208,0.38655677268826,0.699093471292085,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","Y",0.0177133095647177,23,0.170921666788888,0.189334737953022,0.902748585055204,0.366683418569862,0.999999999999867
"GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS","Y",0.00547814942701228,6,-8.64540386224425,756.398708676286,-0.0114296914617608,0.990880876641284,0.999999999999867
"GO_ATRIAL_SEPTUM_MORPHOGENESIS","Y",0.0108460873106475,13,-0.165267058322691,0.469441298076246,-0.35205053113126,0.724808580211868,0.999999999999867
"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","Y",0.107390552783284,203,0.111094921466968,0.0726539958335534,1.5290958218111,0.126275710226813,0.999999999999867
"GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS","Y",0.0115587404537687,14,0.147730368465836,0.25327248708626,0.583286286502656,0.559715156263788,0.999999999999867
"GO_RNA_MODIFICATION","Y",0.0558111561525912,90,-0.0816310098308938,0.153405298032036,-0.532126405529009,0.594651538740113,0.999999999999867
"GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS","Y",0.0359853116958589,53,-0.0809389988093087,0.199403264156995,-0.405906087603377,0.684821220488451,0.999999999999867
"GO_ORGANELLE_FISSION","Y",0.130738535921805,261,0.104607419864574,0.0652122778061702,1.60410621103433,0.108725607074124,0.999999999999867
"GO_EMBRYONIC_FORELIMB_MORPHOGENESIS","Y",0.0183576394754841,24,0.191733734819204,0.178990862969615,1.07119286223986,0.284111342929642,0.999999999999867
"GO_NOSE_DEVELOPMENT","Y",0.00923557945838404,11,0.383246066755854,0.192181292984278,1.99419028150262,0.0461612751096279,0.937223301137753
"GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT","Y",0.0259786208616463,36,-0.131808596390964,0.266051852754914,-0.495424463412346,0.620312582851252,0.999999999999867
"GO_MUSCLE_STRUCTURE_DEVELOPMENT","Y",0.172350793083789,374,0.0327036725880685,0.0622059029024853,0.525732624431723,0.599086899777512,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS","Y",0.11269902557602,216,0.134741694113477,0.0677525578292204,1.98873221071759,0.0467608926973474,0.937223301137753
"GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS","Y",0.0162593420943825,21,-8.81174779870687,458.860154019055,-0.0192035584731572,0.984679143057718,0.999999999999867
"GO_REGULATION_OF_CHROMATIN_SILENCING","Y",0.0183709436425204,24,-0.299099790497806,0.438964510866435,-0.681375790282995,0.495651207145482,0.999999999999867
"GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY","Y",0.0142440747833027,18,-8.71059484779307,458.759320163508,-0.0189872869387994,0.984851666538895,0.999999999999867
"GO_MAINTENANCE_OF_LOCATION_IN_CELL","Y",0.0350315052508744,52,-9.40963935330927,459.32724706571,-0.0204856981888626,0.98365637338961,0.999999999999867
"GO_CEREBELLAR_CORTEX_DEVELOPMENT","Y",0.0197039750387297,26,-0.107210955380008,0.298488358311645,-0.359179687899491,0.719469067112151,0.999999999999867
"GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION","Y",0.0240689224871837,33,-0.413198676780493,0.454462428463842,-0.909203161584056,0.363267155975726,0.999999999999867
"GO_REGULATION_OF_MESODERM_DEVELOPMENT","Y",0.00862526422108018,10,0.165993430538884,0.288337158091044,0.575692122506358,0.564837643409707,0.999999999999867
"GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE","Y",0.0129083539253737,16,0.270314779483211,0.189507495343383,1.42640679722671,0.153785516427654,0.999999999999867
"GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE","Y",0.00632453816523469,7,0.0232533831198079,0.45088502256901,0.0515727557045851,0.958870268716547,0.999999999999867
"GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE","Y",0.0228875526439011,31,0.0888294052385517,0.189919300405081,0.467721843167528,0.639994803232695,0.999999999999867
"GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS","Y",0.0877780145591371,158,-0.365740903396832,0.19223914356988,-1.90253086132733,0.0571335610265454,0.943455514319927
"GO_DNA_CATABOLIC_PROCESS","Y",0.0157423895288896,20,0.0539781263238946,0.251997995791307,0.214200617566009,0.830395449885664,0.999999999999867
"GO_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY","Y",0.0241405964016572,33,0.0676766352849829,0.191491313562413,0.35341882629535,0.723782722430217,0.999999999999867
"GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS","Y",0.181600666034767,401,0.0545114491493477,0.0580270627231545,0.939414242099765,0.347543224995255,0.999999999999867
"GO_RESPONSE_TO_PROSTAGLANDIN","Y",0.0150550878872465,19,0.10828913300808,0.233439794289095,0.463884631743522,0.642741583359151,0.999999999999867
"GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER","Y",0.0129908138005617,16,0.0311483512583171,0.294015812009507,0.105941075227988,0.915631456797056,0.999999999999867
"GO_DNA_REPAIR","Y",0.162112616729673,345,-0.056307319557487,0.0754834228118238,-0.745956098173479,0.455713349151723,0.999999999999867
"GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE","Y",0.0247309247289596,34,0.142532023648302,0.164431348355103,0.86681782442416,0.3860648610172,0.999999999999867
"GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","Y",0.0163262633284382,21,0.25403132381206,0.170245502463414,1.49214704727164,0.135695526724886,0.999999999999867
"GO_PROTEIN_HETEROTETRAMERIZATION","Y",0.0257217356179863,36,-9.16652878378082,459.168845747365,-0.0199633073294878,0.984073084207592,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION","Y",0.00863986460263426,10,-0.0348316024191574,0.420744583936772,-0.082785622795781,0.934023835752283,0.999999999999867
"GO_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION","Y",0.00296931326368475,3,-8.84624482475131,1247.84137771602,-0.00708923824993125,0.994343810198487,0.999999999999867
"GO_SULFUR_COMPOUND_CATABOLIC_PROCESS","Y",0.0195322313305159,26,0.300857773900077,0.142447582588453,2.11205952697202,0.0347087246700083,0.815657620223384
"GO_CHLORIDE_TRANSPORT","Y",0.0319628724176729,46,-0.0333653380123862,0.195982917372589,-0.170246154408215,0.864820368648754,0.999999999999867
"GO_MICROTUBULE_DEPOLYMERIZATION","Y",0.0197072414273069,26,0.0669600451021548,0.215920483556911,0.31011437173123,0.756481138554786,0.999999999999867
"GO_PROTEIN_POLYMERIZATION","Y",0.0845101452422359,150,0.00283836216305335,0.102045899142827,0.0278145637100094,0.977810664807956,0.999999999999867
"GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS","Y",0.027751137053039,39,0.172271058820769,0.145442886852302,1.18445846716251,0.23626279519831,0.999999999999867
"GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE","Y",0.0572011839393822,93,0.171996514609595,0.0951469876921416,1.80769269507626,0.0706875959650775,0.999999999999867
"GO_COBALAMIN_METABOLIC_PROCESS","Y",0.00781310778613586,9,-8.911246220196,756.899185822936,-0.011773359500324,0.990606695264842,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE","Y",0.00781310778613579,9,-8.91124622019674,756.899185824266,-0.0117733595003043,0.990606695264858,0.999999999999867
"GO_MUSCLE_CONTRACTION","Y",0.0876162586633771,157,-0.0932501925677934,0.118862349145373,-0.784522544256172,0.432754134061732,0.999999999999867
"GO_TELOMERE_LOCALIZATION","Y",0.00466606586704577,5,-9.18189304081695,1248.89642145312,-0.00735200524486535,0.99413416373974,0.999999999999867
"GO_TRANSITION_METAL_ION_HOMEOSTASIS","Y",0.0469577123943802,73,-0.112142484500705,0.180048190059099,-0.622847052580176,0.533400760054939,0.999999999999867
"GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION","Y",0.00783340999224249,9,0.272450277256662,0.253064351085124,1.07660472954176,0.281685645686787,0.999999999999867
"GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY","Y",0.24415950832686,600,0.0682589842001077,0.0472148643377495,1.44570963313206,0.148293357452085,0.999999999999867
"GO_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS","Y",0.00704933921890661,8,-8.83393788323209,756.756595260192,-0.0116734204083081,0.990686427436327,0.999999999999867
"GO_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","Y",0.009304868404091,11,-9.04311793802953,757.135409428262,-0.0119438581598743,0.990470670348071,0.999999999999867
"GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS","Y",0.0150626650495159,19,0.0602440671884382,0.255635374087719,0.235664048465241,0.813698712501799,0.999999999999867
"GO_REGULATION_OF_RECEPTOR_INTERNALIZATION","Y",0.019633042056601,26,0.220817446453311,0.163170063910064,1.35329631650461,0.175994853836237,0.999999999999867
"GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT","Y",0.0453644611139868,70,0.0682140170569576,0.131804564383345,0.517539110850225,0.604792548816905,0.999999999999867
"GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION","Y",0.0122712865938414,15,0.141828437896393,0.246848494684025,0.574556624612754,0.565605503954003,0.999999999999867
"GO_RESPONSE_TO_BACTERIUM","Y",0.139289020918894,283,-0.0625202469792508,0.084069388919993,-0.743674335955384,0.4570928639934,0.999999999999867
"GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION","Y",0.0078131077861358,9,-8.91124622019751,756.899185822619,-0.011773359500331,0.990606695264837,0.999999999999867
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION","Y",0.0410086222370441,62,0.084518136270919,0.135797898587262,0.62238176842338,0.533706577279838,0.999999999999867
"GO_CALCIUM_ION_IMPORT","Y",0.0222445136612291,30,0.12839052966838,0.179614404011598,0.714811990580052,0.47474369970842,0.999999999999867
"GO_CELL_MATURATION","Y",0.0511663484660784,81,-0.114602452745849,0.171854522398588,-0.666857357876491,0.504880285606201,0.999999999999867
"GO_BEHAVIORAL_RESPONSE_TO_PAIN","Y",0.00383168060593641,4,-9.03512296567771,1248.4430167275,-0.00723711282342801,0.99422582965245,0.999999999999867
"GO_REGULATION_OF_SECRETION","Y",0.168164432477831,362,0.0192354342053019,0.0646485410316353,0.297538566197328,0.766062211868616,0.999999999999867
"GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE","Y",0.0826376941470483,146,-0.124911444082438,0.130611844903139,-0.956356172559012,0.338917915709888,0.999999999999867
"GO_APOPTOTIC_SIGNALING_PATHWAY","Y",0.175136767943471,382,-0.0109482676157509,0.0663754816464826,-0.164944454551179,0.86899139319577,0.999999999999867
"GO_NEURAL_NUCLEUS_DEVELOPMENT","Y",0.0257217356179863,36,-9.16652878379075,459.168845752345,-0.0199633073292929,0.984073084207747,0.999999999999867
"GO_LYMPHOCYTE_MEDIATED_IMMUNITY","Y",0.0671481483154671,113,0.125196476050981,0.0940016474933861,1.33185406202365,0.182941756520296,0.999999999999867
"GO_REGULATION_OF_HEART_MORPHOGENESIS","Y",0.0184047641507986,24,-0.0751276578780884,0.292808847898873,-0.256575777737547,0.797512119571003,0.999999999999867
"GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS","Y",0.0121730834984804,15,-9.24733864598259,757.481869644365,-0.0122079999753977,0.990259936873378,0.999999999999867
"GO_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY","Y",0.0458988204480685,71,0.0721302896510441,0.129919457241522,0.555192356730315,0.578776845776824,0.999999999999867
"GO_HIPPOCAMPUS_DEVELOPMENT","Y",0.0311650671282608,45,0.262791915065723,0.115807448766314,2.26921426786638,0.0232787791161309,0.771653188885982
"GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE","Y",0.0195150898605666,26,-8.95211954222272,458.991633276781,-0.0195038839342512,0.984439569519855,0.999999999999867
"GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS","Y",0.0271086549569949,38,0.210804433029455,0.137750149521953,1.53033905052756,0.125967847980672,0.999999999999867
"GO_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS","Y",0.00547814942701228,6,-8.64540386224358,756.398708676463,-0.0114296914617573,0.990880876641287,0.999999999999867
"GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING","Y",0.00930486840409098,11,-9.04311793802819,757.135409428471,-0.0119438581598692,0.990470670348075,0.999999999999867
"GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT","Y",0.00551870699551873,6,0.128118076154551,0.399577832502095,0.320633593090726,0.74849549480368,0.999999999999867
"GO_REGULATION_OF_CHROMOSOME_SEGREGATION","Y",0.0464455709810634,72,0.0362589047379138,0.137850605904124,0.26303043428864,0.792533121262572,0.999999999999867
"GO_PONS_DEVELOPMENT","Y",0.00466606586704568,5,-9.18189304082013,1248.89642145465,-0.00735200524485895,0.994134163739745,0.999999999999867
"GO_PROTEIN_K11_LINKED_UBIQUITINATION","Y",0.0142440747833027,18,-8.71059484779265,458.759320163449,-0.0189872869388009,0.984851666538894,0.999999999999867
"GO_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE","Y",0.00459781435058884,5,0.441347886066053,0.260269097105644,1.69573680077319,0.0899702002941025,0.999999999999867
"GO_RESPONSE_TO_INACTIVITY","Y",0.00547814942701234,6,-8.64540386224394,756.398708676188,-0.0114296914617619,0.990880876641283,0.999999999999867
"GO_SPHINGOLIPID_METABOLIC_PROCESS","Y",0.060225371801771,99,-0.270972912543326,0.206398266446775,-1.31286428519109,0.189262039180526,0.999999999999867
